"CRN","AXLE_CNT","CARGO_BD_TYPE","CARRIER_ADDR_1","CARRIER_ADDR_2","CARRIER_ADDR_CITY","CARRIER_ADDR_STATE","CARRIER_ADDR_ZIP","CARRIER_NM","CARRIER_TEL","GVWR","HAZMAT_CD1","HAZMAT_CD2","HAZMAT_CD3","HAZMAT_CD4","HAZMAT_IND","HAZMAT_REL_IND1","HAZMAT_REL_IND2","HAZMAT_REL_IND3","HAZMAT_REL_IND4","ICC_NUM","OSIZE_LOAD_IND","PUC_NUM","UNIT_NUM","USDOT_NUM","VEH_CONFIG_CD"
2015040103,"99","9","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","","","","","","N","","","","","","N","","1","99999999","08"
2015050508,"05","1","2997 32ND ST SE","","KENTWOOD","MI","49512","GR TRANS","6167456345","080000","","","","","N","","","","","000631983","N","","1","02197994","08"
2015042438,"03","0","2030 21ST AVENUE","","BLOOMER","WI","54724-1911","SPRINGROOK EXPRESS","7175681156","080000","","","","","N","","","","","","N","","3","01682700","06"
2015136516,"05","1","2195 BOUL HYMOUS","","DORVAL","QC","H9P1J8","LES ENTERPRISES TRUCK N ROLL","5144210045","056000","","","","","N","","","","","000312876","N","","1","00670154","08"
2015046497,"02","1","42 LAKE VIEW DR","","CLARK SUMMIT","PA","18411","FIBERS OF THE EARTH","5705865242","025999","","","","","N","","","","","","N","","1","00327574","03"
2015025833,"99","8","4 RIVER RD","","MCKEES ROCKS","PA","15136","COMMUNITY TRANSPORT INC DBA","9999999999","","","","","","N","","","","","","N","","2","","10"
2015053317,"05","1","UNKNOWN","","UNKNOWN","OK","74402","TRUCKS FOR YOU, INC","9999999999","014000","","","","","N","","","","","","U","","2","00060380","08"
2015065692,"02","4","340 N WASHINGTON AVE","","SCRANTON","PA","18503","CITY OF SCRANTON","5703484100","019500","","","","","N","","","","","","N","","2","","03"
2015087139,"05","9","2802 52ND AVENUE","","HYATTSVILLE","MD","20781","LUCKY DOG LLC","3016998730","027000","","","","","N","","","","","","N","","2","00756833","06"
2015123756,"04","1","3147 W 169TH PL","","HAMMOND","IN","46323","UNITED PARCEL SERVICE","8003337400","080000","","","","","N","","","","","","N","","1","00016130","08"
2015123756,"05","1","3200 INDUSTRIES RD","","RICHMOND","IN","47374","CON-WAY FREIGHT","8002585988","080000","8","","","","Y","2","","","","","N","","2","00241829","08"
2015082001,"02","8","2235 BEAVER AVE.","","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY COUN","4124422000","","","","","","N","","","","","","N","","2","","11"
2015008455,"99","9","UNKNOWN","","UNKNOWN","ZZ","00000-0000","UNKNOWN","9999999999","","","","","","","","","","","","U","","1","00000009","99"
2015036515,"99","6","343 DEWITT STREET","","LINDEN","NJ","07036","T G L TOWING LLC","9086350161","","","","","","N","","","","","","N","","2","01660327","05"
2015122632,"06","9","3801 OLD GREENWOOD RD.","","FORT SMITH","AR","72903","ABF FREIGHT","8006382853","080000","","","","","N","","","","","","N","","2","00082866","06"
2015028974,"03","7","65 INDUSTRIAL PARK RD","","LEWISTOWN","PA","17044","HOLLENBAUGHS TRASH & RECYCLING L","8143864496","026000","","","","","N","","","","","","N","","1","00230884","08"
2015063770,"05","7","27 ANN ST APT 4","","PASSIAC","NJ","07055","RETS TRUCKING CORP","9176823455","","","","","","N","","","","","000026987","N","","2","00542189","08"
2015020755,"99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","2","","11"
2015097628,"05","7","5109 BLEIGH AVE","","PHILADELPHIA","PA","19136","WB SERVICES LLC","6094985818","080000","","","","","N","","","","","","N","","1","01314641","08"
2015106716,"06","1","576 SNYDER ROAD","","READING","PA","19605","COCA-COLA ENTERPRISES","4842482100","054900","","","","","N","","","","","","N","","1","00291145","06"
2015054072,"05","2","139 E UNION ST","","SOMERSET","PA","15501","SOMERSET REGIONAL WATER RESOURCE","8142796679","080000","","","","","N","","","","","","N","A-8911659","2","01981283","08"
2015056452,"99","8","1234 MARKET ST 14TH FL","","PHILADELPHIA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","U","","2","","11"
2015079245,"02","1","3343 COLISEUM BLVD.","","FORT WAYNE","IN","46808","UPS GROUND FREIGHT INC","8042318000","080000","","","","","N","","","","","","N","","1","00121058","06"
2015133754,"99","9","324 WHITE HORSE PK","","GALLOWAY","NJ","08205","JUST FOUR WHEELS INC","9999999999","999999","","","","","N","","","","","","N","","1","","05"
2015067261,"02","1","44 MALIN RD","","MALVERN","PA","19355","GREAT VALLEY ENTERPRISES","6103443243","025999","","","","","N","","","","","","N","","1","99999999","03"
2015015371,"05","9","66 PENNSGROVE PEDRICKTO","","PEDRICKTOWN","NJ","08067","PALLET SERVICES INC","6096172524","080000","","","","","N","","","","","","N","","2","02342338","08"
2015130543,"04","1","2252 HICKORY HILL RD","","OXFORD","PA","19363","KENNETH MELLEMA","6105321113","","","","","","N","","","","","","N","","1","02306538","05"
2015061334,"02","1","6523 S TRANSIT RD","","LOCKPORT","NY","14094","INTERTECH DIGITAL ENTERTAINMEN","8145041418","000000","","","","","N","","","","","","N","","2","00000000","98"
2015100576,"02","1","1401 AIP DRIVE","","MIDDLETOWN","PA","17507","AMERICHEM","8145156986","009950","","","","","N","","","","","","N","","2","00119809","02"
2015077484,"99","9","825 HIGHWAY 33","","FREEHOLD","NJ","07728","FCI LEASING LLC","7324621001","080000","","","","","N","","","","","","N","","1","00190713","08"
2015046799,"05","1","PO BOX 48, 56 RT #46","","DELAWARE","NJ","078330098","GARY W GRAY TRUCKING INC","9084753797","080000","","","","","N","","","","","","N","","1","00184628","08"
2015074480,"06","7","85 BRICKYARD RD","PO BOX 3066","YORK","PA","17402","PENN WASTE INC","7177674456","073286","","","","","N","","","","","","N","","1","02070588","04"
2015129622,"99","4","1736 TUSCARORA PATH","","ICKESBURG","PA","17037","MELVIN WEAVER","7174383205","059000","","","","","N","","","","","","N","","1","99999999","09"
2015088938,"03","0","555 NESTLE WAY","","BREINIGSVILLE","PA","18031","NESTLE USA","6103917972","080000","","","","","N","","","","","000059225","N","","2","00009640","07"
2015068706,"02","4","700 PARIS ST","","NORTH VERSAILLES","PA","15132","CARMEN BARONE AND SONS INC","4128234355","018750","","","","","N","","","","","","N","","2","02078614","03"
2015081599,"05","0","1525 KING ST","","LEBANON","PA","17042","TRIPPLE M FARMS","7172695235","080000","","","","","N","","","","","","N","","2","00877434","04"
2015051307,"99","1","60 CLEAR VIEW RD","","EPHRATA","PA","17522","KULLAR BROS INC","7177331206","080000","","","","","N","","","","","","N","","1","01925932","06"
2015095934,"99","1","1961 HARTEL AVE","","LEVITTOWN","PA","19057","VELTRI INC","2159466400","","","","","","N","","","","","","N","","1","","06"
2015012792,"02","1","PO BOX 160","","MOUNT JOY","PA","17552","HVAC DISTRIBUTERS, INC","8002284822","","","","","","N","","","","","","N","","2","00391834","03"
2015012792,"99","9","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","","","","","","","","","","","","N","","1","00000009","08"
2015098682,"02","1","645 MEARNS ROAD","","WARMINSTER","PA","18974","SEAFOOD AMERICA LLC","2159084496","025995","","","","","N","","","","","","N","","2","00652558","09"
2015079242,"05","1","1819 PHILLIPS RD","","SPRINGVILLE","PA","18844","ZF STONEWORX","5702781080","080000","","","","","N","","","","","","N","","2","02106970","08"
2015093965,"99","1","224 VALLEY CREEK BLVD S","","EXTON","PA","19341","SUPERIOR PLUS ENERGY SERVICES","9999999999","999999","","","","","","","","","","","N","","2","","99"
2015030786,"02","8","6 DANFORTH RD","","EASTON","PA","18045","COLONIAL INTERMEDIATE UNIT 20","6108811800","000000","","","","","","","","","","","N","","3","","10"
2015035706,"02","8","200 HAHN ROAD","","PITTSBURGH","PA","15209","FIRST STUDENT INC","4122100300","","","","","","N","","","","","","N","","1","","11"
2015136864,"03","0","5195 TECHNOLOGY AVE","","CHAMBERSBURG","PA","17201","GABLER TRUCKING","7172611492","080000","","","","","N","","","","","","N","A-00109226","3","00010579","07"
2015137109,"05","3","2947 GREENFIELD RD.","","MELVINDALE","MI","48122-1239","FOUR STAR TRANSPORTATION","3133860100","080000","","","","","N","","","","","","N","","1","00583502","08"
2015019625,"02","1","15 MOUNT JOY STREET","","MOUNT JOY","PA","17552","COLUMBIA PETROLEUM TRANSPORTATIO","8009841411","010700","","","","","N","","","","","","N","","2","00943816","03"
2015017506,"05","1","4452 BECK AVE","","ST LOUIS","MO","63116","SULEJMANI","9999999999","080000","","","","","N","","","","","","N","","1","02298805","08"
2015017506,"05","1","3609 PIONEER PKWY WEST","","ARLINGTON","TX","76013","C+C TANKERZ","9999999999","080000","","","","","N","","","","","","N","","3","02174233","08"
2015017506,"02","1","135 LA SALLE ST","","CHICAGO","IL","60603","BANK OF AMERICA","9999999999","019500","","","","","N","","","","","","N","","2","25232236","03"
2015120345,"99","6","3734 OLD STAGE RD","","LEWISTOWN","PA","17044","PARSONS TOWING","9999999999","999999","","","","","","","","","","","U","","2","","05"
2015135445,"05","1","5000 WEST 25TH STREET","","SPEEDWAY","IN","46224","COWAN SYSTEMS LLC","8008826926","080000","1","","","","Y","1","","","","","N","","1","00548880","08"
2015135445,"05","1","1920 SOUTH SR 3","","RUSHVILLE","IN","46173","FRALEY AND SCHILLING INC","8004286640","080000","","","","","N","","","","","","Y","","2","00125465","08"
2015088433,"05","1","10038 GOVERNOR LANE BLV","","WILLIAMSPORT","MD","21795","D M BOWMAN INC.","8622209620","080000","","","","","N","","","","","","N","","1","00135530","08"
2015088433,"04","4","RR #1","","SCOTDALE","PA","15683","GREENRIDGE WASTE SERVICES, LLC","8147011707","073280","","","","","N","","","","","","N","","2","00960505","04"
2015123326,"99","9","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNWON","9999999999","","","","","","N","","","","","","U","","1","00099999","99"
2015020418,"02","3","8334 ROUTE 220 HWY","","HUGHESVILLE","PA","17737","SPITEFIRE FIELD","5703120154","026000","","","","","N","","","","","","N","","1","02081288","03"
2015082404,"99","1","201 WEST KENDIG RD","","WILLOW STREET","PA","17584","HOMETOWN PROVISION","9999999999","025950","","","","","N","","","","","","U","","1","","05"
2015005445,"02","8","3096 RT 100","","MACUNGIE","PA","18062","PARAGON TRANSIT","6107970432","","","","","","N","","","","","","N","A-99999999","2","","11"
2015097443,"05","1","18375 E 345 S","","GRAMMER","IN","47236","SEYMOUR TRANSPORT INC","8123783364","080000","","","","","N","","","","","","N","","1","00184668","08"
2015097168,"04","9","100 HAKE RD","","DOVER","PA","17315","RUSSEL WAMPLER JR.","7172664467","073280","","","","","N","","","","","","N","","3","02109614","04"
2015115597,"02","1","301 ALAN WOOD RD","","CONSHOHOCKEN","PA","19428","WAMPOLEMILLER INC","9999999999","019500","","","","","","","","","","","U","","2","","03"
2015032762,"05","1","2775 W COUNTY RD","","ORLEANS","IN","47452","R.S.DAUGHERTY","8128653022","080000","","","","","N","","","","","","N","","2","00698231","08"
2015026379,"99","9","PO BOX 791,RT 10 GRN HL","","READING","PA","19603","PENSKE LEASING AND RENTAL CO","9999999999","017950","","","","","N","","","","","","N","","1","99999999","05"
2015116677,"03","3","1749 STANLEY AVE","","DAYTON","OH","45402","BLS TRUCKING INC","9999999999","054900","","","","","N","","","","","","N","","2","99999999","03"
2015015505,"03","2","27 SKOOKWAMS CT","","WEST ISLIP","NY","11795","JAKEL TRANSPORATION CORP","6313211829","080000","","","","","N","","","","","","N","","1","00169278","08"
2015012873,"05","2","PO BOX 159","","MACUNGIE","PA","18062","PIPELINE PETROLEUM INC","8002206464","080000","3","3","","","Y","1","1","","","","N","","2","00199295","06"
2015106032,"99","9","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","999999","","","","","N","","","","","","U","","1","","08"
2015047771,"03","1","5 DAKOTA DR","SUITE 209","NEW HYDE PARK","NY","11042","TRANSERVICE","8006458018","999999","","","","","N","","","","","","N","","3","00620402","08"
2015047771,"03","1","400 METCHEN RD","","SOUTH PLAINFIELD","NJ","07080","NORBET TRUCKING","9087579000","999999","","","","","N","","","","","","N","","1","00000310","08"
2015055559,"05","2","86 AIRPORT ROAD","","POTTSTOWN","PA","19464","VENEZIA BULK TRANSPORT, INC.","8006532083","080000","","","","","N","","","","","","N","A-00105332","2","01079966","08"
2015028037,"03","1","1450 DEWEY AVE","","WILLIAMSPORT","PA","17701","NEW BERN TRANSPORT CORP","5709166464","010032","","","","","N","","","","","","N","A-00114468","2","00692947","08"
2015052640,"02","1","859 W. PENN PIKE","","TAMAQUA","PA","18252","INTERSTATE BATTERY OF POCONO","5702372196","025999","","","","","N","","","","","","N","","1","02332510","03"
2015012991,"02","4","343 HIGH POINT RD","","FORT HILL","PA","15540","ADDISON TWP","8143953513","038000","","","","","N","","","","","","N","","1","00000009","09"
2015080027,"05","3","1840 CARDINGTON ROAD","","MORAINE","OH","45409","YOWELL TRANSPORTATION","9372945933","080000","","","","","N","","","","","","U","","1","00214777","08"
2015083436,"99","1","2661 CO HWY 83 A W","","FREEPORT","PA","32439","KELVIN CUCHENS","9999999999","","","","","","","","","","","","N","","1","","08"
2015091001,"02","4","5 DOGLEG DR","","READING","PA","19606","WUNDER CONSTRUCTION CO LLC","6104764377","022800","","","","","N","","","","","","N","","1","02251442","03"
2015031586,"03","7","3000 HEDLEY ST","","PHILADELPHIA","PA","19137","REPUBLIC SERVICES","2672276640","066000","","","","","N","","","","","","N","","2","00962087","04"
2015091026,"99","9","2100 BYBERRY","","HUNTINGDON VLY","PA","19006","CARR & DUFF ELECTRIC POLE LINE","9999999999","016500","","","","","N","","","","","","N","","3","","05"
2015065460,"99","1","3600 GRAYS FERRY AVE","","PHILA","PA","19146","FEDERAL EXPRESS CORP","9999999999","016000","","","","","N","","","","","","N","","1","","05"
2015032424,"05","1","284 BAY HILL DRIVE","","GALLATIN","TN","37066","ZIPP EXPRESS","6152307778","008000","","","","","N","","","","","","N","","1","01344304","06"
2015099075,"06","1","6720 N 9TH ST","","OMAHA","NE","68112","REINHART FOOD SERIVCE","5706445818","999999","","","","","N","","","","","","N","","2","","08"
2015106719,"03","3","1400 DECATUR ROAD","","MCCLURE","PA","17841","JOHN STOLTZFUS","5708475256","080000","","","","","N","","","","","","N","","1","00000000","08"
2015070126,"99","8","1234 E MARKET","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","3","","11"
2015073253,"99","9","3400 EDGEFIELD CT","","GREENSBORO","NC","27409","EPES","9999999999","999999","","","","","N","","","","","","N","","2","","08"
2015085178,"05","1","321 TECH DR","","BURNS HARBOR","IN","46304","USA TRUCK INC","4794716625","080000","","","","","N","","","","","","N","","1","00213754","06"
2015085178,"05","1","400 NW 56TH ST`","","LINCOLN","NE","68528","CRETE CARRIER CORP","8009989100","080000","","","","","N","","","","","","N","","2","00073705","06"
2015092561,"03","4","7710 CASTOR AVE","","PHILADELPHIA","PA","19152","REAL CONSTRUCTION LLC","2679971551","073280","","","","","N","","","","","","N","","1","01925217","04"
2015028988,"04","1","3910 OXFORD RD","","GETTYSBURG","PA","17325","HILLENDALE FARMS GETTYSBURG","7173341973","065000","","","","","N","","","","","","N","","2","02371454","08"
2015088986,"02","1","338 GRISTMILL RD","","NEW HOLLAND","PA","17557","MARTINS AG SERVICE","9999999999","054000","","","","","N","","","","","","U","","2","","03"
2015083623,"04","4","7 FORMSTONE ROAD","","BIRDSBORO","PA","19508","FORMSTONE CRAFTERS OF READING IN","6105825838","073280","","","","","N","","","","","","N","","1","00300077","09"
2015044297,"02","8","200 HAHN ROAD","","PITTSBURGH","PA","15209","FIRST STUDENT INC","8008445588","033000","","","","","N","","","","","","N","","2","00354406","11"
2015047523,"99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","1","","11"
2015108516,"02","1","99 W KING ST","","POTTSTOWN","PA","19464","POTTSTOWN DINER","6103271630","026000","","","","","N","","","","","","N","","1","02251877","03"
2015118951,"03","4","3391 WILLIAMSON ROAD","","GREENCASTLE","PA","17225","MAYHUGH TRUCKING","7175979884","073280","","","","","N","","","","","","N","A-8911939","2","","04"
2015074410,"02","9","2800 E VERNON RD","","ROSEBUSH","MI","48878","R VALUE FOAM INSULATION LLC","3183667435","024000","","","","","N","","","","","","N","","2","01749419","02"
2015082699,"99","4","1196 HOLTWOOD RD","","HOLTWOOD","PA","17532","RISSER GRAIN LLC","7174066233","026000","","","","","N","","","","","000033302","N","","2","00351966","08"
2015022341,"01","1","1512 HENRIETTA ROAD","","MARTINSBURG","PA","16695","CB ELECTRICOMM","8149328442","026001","","","","","N","","","","","","N","","1","01457167","03"
2015058910,"02","8","PO BOX 414","","BIRD IN HAND","PA","17505","DUTCHLAND TOURS INC","7177688400","026000","","","","","N","","","","","","N","A-00095403","2","00240772","10"
2015063803,"05","1","65 GRAVYTRAIN LN","","LEWISTOWN","PA","17044","GRAVYTRAIN LLC","7172428515","080000","","","","","N","","","","","","N","","2","00041208","08"
2015000383,"04","2","831 FOGELMAN ROAD","","MUNCY","PA","17756","WATER WORKS TRANSPORT","5705463691","","","","","","N","","","","","","N","","2","00183472","04"
2015049438,"05","2","188 DERL RD","","HERNDON","PA","17831-6944","CKC TRUCKING INC","5707583685","080000","","","","","N","","","","","","N","","2","01598108","08"
2015072851,"04","1","10718A LIBERTY RD","","FREDERICK","MD","21701","MERCER STULL TRANSPORT","3018987150","800000","","","","","N","","","","","","N","","3","00340402","06"
2015125870,"02","2","1275 128TH STREET","","CLIVE","IA","50325","JASOBSON MOTOR CARRIER","7174434301","080000","","","","","N","","","","","","N","","2","","03"
2015097226,"03","4","137 SOUTH 14TH STREET","","ALLENTOWN","PA","18102","RICHARDHUNSICKER","6108219434","056000","","","","","N","","","","","","N","","2","02512359","04"
2015097226,"04","1","6133 N RIVER ROAD 9TH F","","ROSEMONT","IL","60018","TRANS-PORTE INC","8477202413","073280","","","","","N","","","","","","N","","1","00745614","08"
2015009710,"05","1","60A TOWER RD","","DAYTON","NJ","08810","NATIONAL TRANSPORT SERVICES","7325218750","080000","","","","","N","","","","","","N","","1","00212340","08"
2015023671,"03","4","100 HOUSING AND FOOD SE","","UNIVERSITY PARK","PA","16803","PENNSYLVANIA STATE UNIVERSITY","8148634719","013969","","","","","N","","","","","","N","","1","","04"
2015133345,"05","3","62 HADLEY AVE.","","CLIFTON","NJ","07011","AMERICAN FLATBED LLC","9738518553","030500","","","","","N","","","","","000753806","N","","1","02170117","08"
2015062933,"02","1","740 E. LINCOLN AVE","","MYERSTOWN","PA","17067","DENMAR ASSOCIATES LLC","7174544903","014500","","","","","N","","","","","","N","","2","00544753","03"
2015113472,"05","1","910 N SECOND STREET","","BELLEVILLE","IL","62220","TRANSAM TRUCKING","8008726726","030575","","","","","N","","","","","","N","","1","00315503","08"
2015024205,"03","4","13173 US ROUTE 422","","KITTANNING","PA","16201","ROSEBUD TRUCKING","7245431271","073280","","","","","N","","","","","","N","","1","01291689","04"
2015024205,"02","8","271 OLD WILLIAM PENN HW","","BLAIRSVILLE","PA","15717","SMITH BUS COMPANY INC","7254596930","","","","","","N","","","","","","N","","2","00364000","11"
2015062577,"02","1","9815 JACQUELINE DR","","FORT WASHINGTON","MD","20744","MOTIVATIONAL MOVERS LLC","2406784587","026000","","","","","N","","","","","0MC776043","N","","1","02272321","03"
2015028097,"99","9","860 NESTLE WAY","","BREINIGSVILLE","PA","18031","TWIN MED LLC","9999999999","025500","","","","","N","","","","","","N","","2","","99"
2016000048,"99","1","5561 GARDNER LN.","","BRIDGEWATER","VA","22812","TRINITY CARRIERS LLC.","5404784142","080000","","","","","N","","","","","000374251","N","","2","00846226","08"
2015038934,"03","6","2060 LINCOLN HWY EAST","","LANCASTER","PA","17602","DALTON'S TOWING","7178243271","073280","","","","","N","","","","","000709749","N","","1","02015525","08"
2015127081,"01","8","1801 BUSHKILL DR","","EASTON","PA","18040","EASTON AREA SCHOOL DISTRICT","6102502563","","","","","","N","","","","","","N","","1","","11"
2015120122,"99","1","1040 PERRY HWY","","MERCER","PA","16137","CLEARWATER CONSTRUCTION INC","9999999999","080000","","","","","N","","","","","","N","","2","","06"
2015037236,"05","6","520 BOSTON POST RD W","","MARLBOROUGH","MA","01752","A ONE CAR TRANSPORT INC","7742851807","999999","","","","","N","","","","","","N","","2","02506574","06"
2015038319,"02","8","2354 BRODHEAD ROAD","","ALIQUIPPA","PA","15001","HOPEWELL AREA SCHOOL DISTRICT","7243756691","999999","","","","","N","","","","","","N","","2","","11"
2015007987,"05","2","200 SPEARS ST","","BELLE VERNON","PA","15012","SOURCE ONE","7244833570","080000","","","","","N","","","","","","N","","2","00930620","08"
2015103097,"07","0","3814 SHERWIN AVE","","LINCOLNVILLE","IL","60712","GHEORGHE CIOANICA","3123759235","080000","","","","","N","","","","","","N","","1","02505035","08"
2015104606,"03","3","3710 TULANE RD","","MEMPHIS","TN","38116","BUILDERS TRANSPORT LLC","2406037622","080000","","","","","N","","","","","","N","","1","00000531","08"
2015102049,"02","8","199 HARTMAN BRIDGE ROAD","","RONKS","PA","17572","THE AMISH VILLIAGE CORPORATION","7176878511","026000","","","","","N","","","","","","N","A-6414522","1","","11"
2015129613,"05","1","375 WEST UNION STREET","","NANTICOKE","PA","18634","ECLIPSE FLEET SERVICE LLC","5707351200","080000","","","","","N","","","","","","N","","1","01736097","08"
2015127049,"04","5","1609 DRESHERTOWN RD","","DRESHER","PA","19025","A.GUILIANI & CO","2156991589","073280","","","","","N","","","","","","N","","2","00917393","04"
2015118395,"05","1","2268 LANDMEIER RD STE E","","ELK GROVE VILLAGE","IL","60007","CHICAGO AIR FREIGHT INC","2248753094","080000","","","","","N","","","","","","N","","1","02106977","08"
2015097058,"03","0","1250 WALCUTT RD","","COLUMBUS","OH","43228","HIGHWAY COMMERCIAL SERVICES","7243729156","080000","","","","","N","","","","","","N","","1","02545118","07"
2015064573,"03","4","407 E NESHANNOCK AVE","","NEW WILMINGTON","PA","16142","WILSON EXCAVATING & GRADING INC","7249468338","068000","","","","","N","","","","","","N","","1","00436206","04"
2015073509,"03","4","PO BOX 56","","OLEY","PA","19547","BROOK LEDGER INC","6109876284","025000","","","","","N","","","","","","N","","2","00085484","04"
2015073509,"02","3","1510 GEHMAN RD","","HARLEYSVILLE","PA","19438","DEACON INDUSTRIAL SUPPLY COMPLAN","2158687168","033000","","","","","N","","","","","","N","","3","00399623","03"
2015073509,"05","1","100 MARKER DRIVE","","MILTON","ON","L9T3H5","PETER HODGE TRANSPORT LTD","9056938088","035000","","","","","N","","","","","","N","","1","00295901","08"
2015058162,"03","3","228 BLACKWOOD-BARNSBORO","","BLACKWOOD NJ 0812","NJ","08012","JPC","8562320400","033000","","","","","N","","","","","","N","","2","00979497","04"
2015033777,"04","4","1605 FRANKSTOWN ROAD","","SUMMERHILL","PA","15958","BEYER TRUCKING","8144959351","073280","","","","","N","","","","","","N","","1","01308679","04"
2015034331,"02","4","3225 PRICETOWN ROAD","","FLEETWOOD","PA","19522","SPAYD'S GREENHOUSES NURSERY","6105877278","013000","","","","","N","","","","","","N","","2","02192183","03"
2015117246,"99","1","1717  N DELAWARE AVENUE","","PHILADELPHIA","PA","19125","LING TRUCKING INC","6462516927","025950","","","","","N","","","","","","N","","1","02397761","09"
2015136822,"99","2","752 NOTTINGHAM RD, PO B","","PEACH BOTTOM","PA","17563","FLAHART TRANSPORT","7179847031","999999","","","","","N","","","","","","N","","1","01076107","08"
2015060736,"05","1","PO BOX 2020 AR076132","","SPRINGDALE","AZ","72765","TYSON SALES & DIST.","8002330171","080000","","","","","N","","","","","","N","","1","00003327","06"
2015005550,"02","8","200 GEORGETOWN ROAD","","HADLEY","PA","16130","RT BUS COMPANY LLC","7246999618","026000","","","","","N","","","","","","N","","2","02488383","11"
2015050319,"03","9","15 LAUREL AVE","","DUMONT","NJ","07628","WDA TRUCKING LLC","2019215823","080000","","","","","N","","","","","","N","","2","02523385","08"
2015096148,"03","3","900 BUCKEYE PARK ROAD","","COLUMBUS","OH","43207","WIL-SITES TRUCK LINES, LLC","6144448873","054600","","","","","N","","","","","","N","","2","01210896","04"
2015060863,"03","7","174 RINKER HOLLOW RD","","KITTANNING","PA","16201","HAGOFSKY HAULING","7245487295","073280","","","","","N","","","","","","N","","2","02109721","04"
2015060863,"03","1","1690 ONEIDA LANE","","SHARPSVILLE","PA","16150","DEAN TRANSPORTATION","7249627801","","","","","","N","","","","","","N","","1","00714483","08"
2015105073,"03","0","32 PRESCOTT ST","","GARDINER","ME","04345","PEP TRANSPORTATION","2073299780","","","","","","N","","","","","","N","","1","00025286","00"
2015131617,"99","1","7683 BROADWAY SUITE 118","","MERRILLVILLE","IN","46410","EVANS DELIVERY CO INC","2013322882","080000","","","","","N","","","","","","N","","1","00038111","08"
2015099489,"03","4","1510 BIG SEWICKLEY","CREEK ROAD","SEWICKLEY","PA","15143","BRADS LAWN SERVICE","7242669858","025500","","","","","N","","","","","","N","","2","02122111","04"
2015048858,"03","2","460 MARKET ST.","","WILLIAMSPORT","PA","17701","QC ENERGY RESOURCES/INFINITY","5705677027","073280","","","","","N","","","","","","N","A-8913016","1","02064293","04"
2015053060,"05","1","1145 EMPIRE CENTRAL PLA","","DALLAS","TX","75247","FFE TRANSPORTATION SERVICES INC","6092392833","080000","","","","","N","","","","","","N","","1","00109745","08"
2015095692,"99","8","1845 BYBERRY","","PHILA","PA","19006","HUNTINGDON VALLEY CHRISTIAN AC","9999999999","999999","","","","","N","","","","","","N","","2","","10"
2015034291,"05","1","6550 COURTLY ROAD","","WOODBURY","MN","55125","AUTUMN TRANS. INC","6517386998","052000","","","","","N","","","","","","N","","5","00184150","08"
2015034291,"05","9","250 PARK CENTER BLVD","","BOISE","ID","83726","ALPC","2083955122","052000","","","","","N","","","","","","N","","4","00682551","08"
2015034291,"05","1","22 BIRMINGHAM DRIVE","","COLUMBUS","OH","08022","PST TRUCKING INC.","6094243027","052000","","","","","N","","","","","","N","","1","01970230","08"
2015020529,"03","1","203 RUE JACQUES-PLANTE","","VAUDREUIL-DORIO","QC","J7V8P2","DEEPLAND EXPRESS","4504556600","080000","","","","","N","","","","","","N","","1","01952925","08"
2015117671,"99","9","LANGDON","","PHILA","PA","19111","KALINA EXPRESS INC","9999999999","030000","","","","","N","","","","","","N","","3","","08"
2015075337,"03","1","310 N ZARFOSS DR","","YORK","PA","17404","A&S KINARD","8662097285","080000","","","","","N","","","","","","N","","1","01880751","08"
2015065407,"02","1","160 EASTON RD # 6","","HORSHAM","PA","19044","PICK N GO LLC","2152190219","025950","","","","","N","","","","","","N","","2","02399311","03"
2015012623,"03","1","6500 W INDUSTRIAL HWY","","GARY","IN","46406","SWIFT TRANS CO OF AZ LCC","6152442312","080000","","","","","N","","","","","","N","","2","00054283","08"
2015122180,"05","1","2118 SOUTH WOLF ROAD","","DES PLAINNES","IL","60018","I LOAD INC","6467310236","080000","","","","","N","","","","","","N","","1","01942748","08"
2015027338,"05","1","RT 10 GREEN HILLS BOX 4","","READING","PA","19603","PENSKE LEASTING AND RENTAL COMP","4846842541","080000","","","","","N","","","","","","N","","1","00327574","08"
2016001529,"03","8","714 9TH ST STE 210","","DURHAM","NC","27705","HERMES LUXURY COACH LTD","6467061156","031200","","","","","N","","","","","","N","","2","02430448","11"
2015124822,"03","2","157 PYLE DRIVE","","SOMERSET","PA","15501","ADVANTAGE TANK LINES","8009695419","","","","","","N","","","","","","N","","1","00469756","04"
2015014902,"05","1","10990 ROE AVE","","OVERLAND PARK","KS","66211","YRC INC","8004539075","080000","","","","","N","","","","","","N","","1","00071821","08"
